Age,Education,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,VSA,country_Canada,country_New Zealand,country_Other,country_Republic of Ireland,country_UK,country_USA,country_Australia,gender_F,gender_M,eth_Black,eth_Mixed-Black/Asian,eth_Mixed-White/Asian,eth_Mixed-White/Black,eth_Other,eth_White,eth_Asian
3,2,-0.34799,0.646992,0.413998,0.56329,0.663677,0.33792,0.308011,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,7,-0.67825,0.549172,0.602341,0.609827,0.517797,0.705068,1,1,1,1,0,2,2,2,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2,6,-0.34799,0.454133,0.553046,0.222034,0.460156,0.565343,0.710933,1,1,0,0,2,1,2,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4,8,0.41667,0.432804,0.762567,0.685619,0.609443,0.428474,0.388117,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,6,0.04257,0.355252,0.602341,0.41249,0.370263,0.565343,0.825752,1,0,0,1,2,2,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1,6,0.73545,0.549172,0.762567,0.497505,0.387201,0.809491,1,1,2,0,2,2,2,2,1,0,2,0,0,2,2,0,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3,2,2.46262,0.311882,0.372052,0.244253,0.263158,0.809491,1,0.5,1,0,0,2,1,2,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4,3,0.91093,0.333217,0.258003,0.541542,0.387201,0.33792,0.539559,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,5,-1.69163,0.376883,0.323599,0.762481,0.479394,0.428474,0.308011,1,0,0,0,2,2,2,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2,8,1.37297,0.696415,0.835399,0.133655,0.318476,0.705068,0.825752,1,0,0,2,2,1,2,2,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3,8,0.62967,0.476348,0.210343,0.477648,0.35358,0.629735,0.619957,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4,9,0.62967,0.289795,0.762567,0.367654,0.423875,0.809491,0.710933,1,1,0,1,2,1,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4,8,-0.92104,0.432804,0.553046,0.390173,0.663677,0.809491,0.619957,0.5,2,0,1,2,1,2,2,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4,4,1.02119,0.355252,0.43569,0.70933,0.318476,0.428474,0.619957,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3,7,1.02119,0.454133,0.702175,0.344801,0.560031,0.215401,0.308011,1,0,0,0,2,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2,8,-0.67825,0.765875,0.602341,0.518959,0.537457,0.33792,0.539559,1,0,1,1,2,1,2,1,0,1,0,1,1,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
5,5,-0.34799,0.432804,0.47869,0.390173,0.584415,0.629735,0.825752,0,0,0,1,2,2,2,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,7,0.82562,0.393845,0.392939,0.70933,0.663677,0.428474,0.619957,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3,2,-1.32828,0.796106,0.392939,0.456454,0.73538,0.503573,0.388117,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3,2,1.49158,0.333217,0.348943,0.244253,0.387201,0.33792,0.539559,1,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3,6,0.31287,0.500507,0.392939,0.41249,0.423875,0.33792,0.539559,1,1,1,0,2,2,2,1,0,2,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,9,-0.24649,0.476348,0.647268,0.518959,0.836768,0.215401,0.132468,1,1,0,1,2,1,1,1,0,1,1,1,0,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
5,6,-0.79151,0.525607,0.6246,0.585213,0.635594,0.215401,0.388117,0.5,0,0,0,2,1,2,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,7,1.98437,0.432804,0.577652,0.390173,0.635594,0.33792,0.619957,1,1,0,0,2,0,2,2,0,1,0,1,1,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4,7,-1.05308,0.597404,0.456995,0.344801,0.609443,0.629735,0.710933,1,2,1,2,2,1,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,6,0.91093,0.432804,0.527023,0.43459,0.263158,0.629735,0.619957,1,1,0,2,2,1,2,0,0,2,0,0,2,1,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2,6,1.72012,0.432804,0.43569,0.43459,0.35358,0.503573,0.619957,1,1,1,1,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,4,-2.05048,0.454133,0.553046,0.477648,0.370263,0.629735,0.619957,0.5,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4,2,0.13606,0.333217,0.456995,0.266061,0.405822,0.809491,0.825752,1,1,1,0,2,2,2,1,0,1,0,1,1,1,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4,8,-0.92104,0.696415,0.762567,0.635892,0.584415,0.33792,0.224398,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2,6,-0.92104,0.646992,0.673143,0.518959,0.405822,0.503573,1,1,0,1,0,2,2,2,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,6,0.04257,0.412116,0.73099,0.609827,0.335773,0.33792,0.710933,1,1,2,1,2,2,2,0,1,0,0,0,1,0,2,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
5,5,0.41667,0.269702,0.233946,0.367654,0.441431,0.215401,0,0.5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3,9,0.04257,0.500507,0.673143,0.110069,0.460156,0.33792,0.539559,1,0,0,0,2,0,2,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,6,-0.79151,0.549172,0.577652,0.456454,0.460156,0.629735,0.710933,1,1,0,1,2,2,2,0,0,2,1,0,2,2,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2,7,0.04257,0.355252,0.392939,0.43459,0.405822,0.503573,0.825752,1,1,1,1,2,1,2,1,0,1,1,1,2,0,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,6,2.127,0.230828,0.47869,0.286461,0.537457,0.215401,0.388117,0.5,0,0,0,2,2,2,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4,5,-0.58016,0.454133,0.47869,0.685619,0.584415,0.215401,0.465658,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4,7,-0.46725,0.525607,0.348943,0.822465,0.609443,0.705068,0.619957,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2,6,0.62967,0.412116,0.47869,0.43459,0.335773,0.705068,0.710933,1,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3,4,-0.24649,0.412116,0.43569,0.477648,0.537457,0.215401,0.132468,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,7,-0.58016,0.525607,0.43569,0.609827,0.335773,0.428474,0.539559,0.5,0,1,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4,7,-0.58016,0.412116,0.527023,0.477648,0.479394,0.215401,0.224398,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
3,7,0.13606,0.250544,0.43569,0.325057,0.441431,0.428474,0,0.5,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4,5,0.13606,0.500507,0.456995,0.41249,0.609443,0.428474,0.619957,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2,5,-0.14882,0.742044,0.527023,0.518959,0.441431,0.629735,0.539559,1,0,0,1,2,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,4,0.22393,0.722089,0.878817,0.456454,0.35358,0.809491,1,1,2,1,1,2,2,2,2,0,2,2,2,1,2,1,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,5,-1.86962,0.454133,0.553046,0.518959,0.405822,0.33792,0.539559,1,1,1,0,2,2,2,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4,7,0.22393,0.333217,0.413998,0.456454,0.405822,0.503573,0.308011,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2,6,-1.1943,0.722089,0.73099,0.367654,0.479394,0.565343,0.825752,0.5,1,0,1,2,1,2,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4,5,-1.05308,0.572721,0.413998,0.609827,0.609443,0.428474,0.465658,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,4,1.23461,0.412116,0.278311,0.222034,0.204843,0.705068,1,1,2,0,2,2,2,2,2,0,2,2,0,2,1,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5,7,0.91093,0.500507,0.6246,0.222034,0.584415,0.428474,0.224398,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
6,5,-1.05308,0.454133,0.577652,0.56329,0.609443,0.428474,0.388117,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2,5,1.37297,0.393845,0.323599,0.56329,0.405822,0.428474,0.308011,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2,7,0.41667,0.622976,0.47869,0.635892,0.584415,0.428474,0.539559,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,4,1.60383,0.269702,0.602341,0.56329,0.335773,0.809491,0.825752,1,2,1,2,2,2,2,1,1,1,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,6,0.13606,0.412116,0.527023,0.390173,0.517797,0.33792,0.619957,0.5,0,0,2,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,8,0.62967,0.670141,0.392939,0.43459,0.318476,0.33792,0.308011,1,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2,8,-0.79151,0.696415,0.233946,0.518959,0.609443,0.33792,0.308011,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2,8,0.31287,0.476348,0.577652,0.43459,0.635594,0.33792,0.465658,0.5,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,7,0.62967,0.269702,0.835399,0.41249,0.933755,0.503573,0.825752,1,1,0,0,2,2,2,0,1,0,0,1,1,1,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4,5,0.62967,0.622976,0.602341,0.456454,0.387201,0.705068,1,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3,8,-0.24649,0.412116,0.43569,0.518959,0.517797,0.428474,0.224398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1,6,1.49158,0.311882,0.348943,0.518959,0.423875,0.33792,0.619957,1,0,0,1,2,2,2,2,0,2,0,1,0,1,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3,6,0.31287,0.622976,0.47869,0.685619,0.609443,0.215401,0.224398,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2,6,0.82562,0.289795,0.602341,0.344801,0.335773,0.503573,0.710933,0.5,1,0,2,2,2,2,1,0,1,0,0,1,1,2,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2,2,-0.34799,0.125979,0.413998,0.497505,0.537457,0.215401,0.308011,1,0,0,1,2,2,1,1,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4,7,1.8399,0.355252,0.798385,0.497505,0.441431,0.503573,0.619957,0.5,0,0,0,2,2,2,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2,9,1.23461,0.311882,0.47869,0.306185,0.300104,0.428474,0.388117,1,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4,5,-0.92104,0.696415,0.47869,0.41249,0.609443,0.33792,0.539559,0.5,1,1,1,2,2,2,0,0,0,0,0,2,1,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3,6,-0.58016,0.355252,0.762567,0.541542,0.405822,0.428474,0.539559,0.5,2,1,2,2,2,2,1,0,1,1,1,1,1,1,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2,7,-1.1943,0.412116,0.258003,0.541542,0.688508,0.215401,0.308011,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,6,-0.14882,0.432804,0.413998,0.390173,0.263158,0.705068,0.710933,1,1,0,0,2,2,2,1,0,1,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4,7,-0.24649,0.525607,0.372052,0.609827,0.584415,0.503573,0.132468,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1,5,0.52135,0.432804,0.278311,0.660789,0.405822,0.503573,0.388117,0.5,2,0,0,2,1,2,1,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,4,-0.58016,0.525607,0.413998,0.518959,0.479394,0.33792,0.224398,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,5,0.41667,0.500507,0.372052,0.518959,0.479394,0.215401,0.224398,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,8,0.31287,0.670141,0.392939,0.344801,0.609443,0.428474,0.388117,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2,6,-1.55078,0.824839,0.673143,0.497505,0.635594,0.428474,0.619957,1,2,1,2,2,2,2,2,1,2,1,2,0,1,1,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,6,1.98437,0.20651,0.73099,0.70933,0.335773,0.428474,0.825752,1,1,0,2,2,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4,5,1.60383,0.393845,0.673143,0.456454,0.242854,0.705068,1,0.5,0,1,1,2,1,2,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4,8,0.62967,0.525607,0.501355,0.497505,0.688508,0.428474,0.308011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
2,8,-1.1943,0.670141,0.553046,0.41249,0.479394,0.428474,0.308011,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4,8,-0.58016,0.500507,0.798385,0.585213,0.635594,0.215401,0.388117,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,7,1.13281,0.622976,0.6246,0.635892,0.280854,0.629735,0.308011,1,0,0,1,2,1,0,1,1,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3,7,1.02119,0.525607,0.577652,0.477648,0.584415,0.503573,0.619957,1,1,0,2,2,1,2,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,6,-0.05188,0.269702,0.323599,0.41249,0.242854,0.705068,0.308011,0.5,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3,5,0.52135,0.333217,0.456995,0.518959,0.335773,0.629735,0.308011,0.5,0,0,1,2,1,2,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3,5,0.73545,0.572721,0.299519,0.367654,0.517797,0.705068,0.710933,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4,5,0.04257,0.597404,0.47869,0.456454,0.517797,0.503573,0.710933,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,7,-0.14882,0.572721,0.673143,0.344801,0.35358,0.503573,0.619957,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3,6,0.73545,0.476348,0.348943,0.518959,0.479394,0.428474,0.619957,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3,5,-1.1943,0.670141,0.6246,0.497505,0.517797,0.33792,0.619957,1,0,0,0,1,2,2,0,0,1,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3,2,-1.1943,0.376883,0.553046,0.41249,0.49904,0.215401,0.308011,0.5,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4,8,-0.92104,0.454133,0.348943,0.585213,0.73538,0.428474,0.388117,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,2,0.82562,0.696415,0.577652,0.325057,0.370263,0.629735,1,1,2,0,0,2,2,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
3,5,1.49158,0.393845,0.413998,0.325057,0.318476,0.705068,0.710933,1,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
6,8,-2.21844,0.500507,0.6246,0.609827,0.609443,0.565343,0.388117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4,7,0.31287,0.333217,0.456995,0.518959,0.517797,0.215401,0.539559,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,6,-2.21844,0.646992,0.527023,0.518959,0.73538,0,0.465658,1,0,1,1,2,2,2,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,6,-1.1943,0.722089,0.602341,0.41249,0.49904,0.705068,0.619957,1,2,0,0,2,2,2,2,0,2,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,6,-0.24649,0.525607,0.372052,0.585213,0.635594,0.629735,0.619957,1,1,0,1,2,2,2,1,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,6,1.02119,0.670141,0.647268,0.518959,0.35358,0.809491,0.825752,1,2,0,0,2,2,2,2,0,2,0,1,2,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,6,0.62967,0.500507,0.43569,0.56329,0.441431,0.428474,0.825752,1,0,0,1,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2,5,0.52135,0.412116,0.553046,0.477648,0.387201,0.565343,0.825752,0.5,1,1,2,2,2,2,1,0,1,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4,8,-1.1943,0.476348,0.553046,0.70933,0.688508,0.33792,0.224398,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2,8,-0.58016,0.432804,0.278311,0.609827,0.423875,0.215401,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,6,-1.55078,0.376883,0.702175,0.497505,0.836768,0.33792,0.465658,1,2,0,0,2,2,2,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,6,1.02119,0.311882,0.702175,0.344801,0.318476,1,0.619957,0.5,2,0,2,2,1,2,1,0,1,1,1,1,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3,4,-1.69163,0.622976,0.501355,0.497505,0.73538,0.503573,0.539559,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,8,0.41667,0.500507,0.577652,0.41249,0.517797,0.629735,0.539559,1,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2,8,-1.43907,0.572721,0.702175,0.43459,0.663677,0.215401,0.308011,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,6,1.49158,0.500507,0.577652,0.609827,0.479394,0.428474,0.710933,1,2,2,2,2,2,2,0,0,1,0,0,2,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3,5,-1.32828,0.525607,0.798385,0.660789,0.537457,0.705068,0.710933,0.5,1,0,1,1,2,2,0,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4,7,-1.05308,0.549172,0.501355,0.367654,0.517797,0.215401,0.132468,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,6,0.62967,0.250544,0.323599,0.497505,0.370263,0.809491,0.825752,0.5,1,0,0,1,1,2,0,0,1,0,2,2,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2,4,1.49158,0.250544,0.702175,0.390173,0.300104,0.33792,0.224398,1,2,0,1,2,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,8,-0.05188,0.670141,0.299519,0.43459,0.387201,0.629735,0.825752,1,0,1,0,2,0,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,7,0.52135,0.622976,0.673143,0.762481,0.49904,0.629735,0.710933,1,2,1,0,2,2,2,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,6,-1.32828,0.525607,0.647268,0.325057,0.280854,0.33792,0.710933,1,0,0,2,2,1,2,0,0,0,0,2,0,2,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4,4,-0.58016,0.696415,0.762567,0.306185,0.49904,0.33792,0.825752,1,0,1,2,2,0,2,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4,5,0.13606,0.476348,0.392939,0.541542,0.584415,0.565343,0.388117,0.5,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3,5,-0.34799,0.376883,0.210343,0.660789,0.405822,0.428474,0.465658,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3,7,1.02119,0.597404,0.673143,0.0812199,0.387201,0.565343,1,1,1,0,0,2,1,2,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2,8,-1.05308,0.670141,0.673143,0.344801,0.710993,0.428474,0.388117,1,1,1,0,2,1,2,1,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,6,0.82562,0.646992,0.501355,0.456454,0.460156,0.705068,0.710933,1,0,0,0,2,2,2,0,0,1,0,0,2,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
