ID,Age,Education,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,VSA,country_Canada,country_New Zealand,country_Other,country_Republic of Ireland,country_UK,country_USA,country_Australia,gender_F,gender_M,eth_Black,eth_Mixed-Black/Asian,eth_Mixed-White/Asian,eth_Mixed-White/Black,eth_Other,eth_White,eth_Asian
354,4,7,-0.14882,-0.69509,0.44585,0.76096,-1.38502,0.19268,-0.21575,CL1,CL1,CL1,CL1,CL6,CL1,CL5,CL1,CL1,CL1,CL1,CL0,CL0,CL1,CL1,CL1,CL1,CL1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
355,2,2,-0.46725,0.00332,-0.17779,-0.60633,0.41594,0.52975,-0.84637,CL2,CL2,CL2,CL0,CL5,CL2,CL5,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL2,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
356,3,5,0.22393,-0.15487,-0.01928,0.28783,-0.27607,-0.71126,0.40148,CL2,CL1,CL1,CL2,CL6,CL1,CL5,CL2,CL2,CL1,CL2,CL1,CL0,CL1,CL2,CL1,CL3,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
357,2,1,0.62967,0.00332,1.24033,1.81866,0.93949,1.86203,1.92173,CL6,CL1,CL2,CL3,CL6,CL3,CL6,CL2,CL3,CL3,CL2,CL3,CL0,CL1,CL3,CL1,CL6,CL1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
358,4,7,-1.1943,-0.15487,-1.27553,1.45039,0.41594,-0.71126,0.07987,CL6,CL0,CL0,CL1,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
359,3,2,2.46262,-1.23177,-0.97631,-1.772,-1.64101,1.86203,1.92173,CL3,CL3,CL1,CL1,CL5,CL3,CL5,CL3,CL0,CL3,CL1,CL1,CL3,CL1,CL0,CL1,CL6,CL1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
360,3,6,0.41667,-0.80615,0.88309,0.13136,-0.40581,0.52975,-0.21575,CL2,CL2,CL2,CL2,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL2,CL1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
361,2,6,-0.58016,1.58487,0.58331,0.13136,0.41594,1.29221,1.92173,CL5,CL2,CL2,CL2,CL6,CL2,CL5,CL2,CL2,CL2,CL2,CL2,CL0,CL2,CL2,CL0,CL3,CL2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
362,4,7,0.52135,0.80523,-0.01928,0.13136,-0.14277,-0.21712,0.07987,CL2,CL1,CL1,CL1,CL6,CL2,CL5,CL1,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
363,3,5,0.62967,0.63779,1.06238,0.94156,1.30612,0.88113,0.40148,CL5,CL5,CL2,CL4,CL6,CL3,CL4,CL3,CL2,CL3,CL2,CL2,CL0,CL1,CL2,CL1,CL6,CL2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
364,4,7,0.41667,0.32197,-0.17779,0.59042,0.41594,-0.71126,-0.52593,CL2,CL1,CL1,CL2,CL6,CL2,CL5,CL1,CL2,CL1,CL2,CL0,CL0,CL1,CL2,CL1,CL6,CL1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
365,4,5,1.23461,-0.15487,-1.27553,0.76096,0.41594,-1.37983,-2.07848,CL5,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
366,3,9,0.41667,-0.15487,0.14143,-0.01729,-0.52745,-0.21712,-0.21575,CL5,CL0,CL0,CL0,CL5,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
367,4,5,-0.14882,0.00332,-0.58331,-0.45321,-1.25773,-1.37983,-1.54858,CL5,CL0,CL0,CL1,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
368,3,7,-1.05308,0.47617,-0.17779,-0.15487,0.58489,-1.37983,-1.18084,CL0,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
369,4,7,-1.1943,0.47617,0.29338,0.43852,0.25953,0.19268,-0.21575,CL5,CL0,CL0,CL5,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL2,CL1,CL2,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
370,2,5,-0.05188,-0.94779,-1.68062,0.13136,0.7583,-0.21712,-0.84637,CL6,CL1,CL0,CL0,CL6,CL6,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
371,2,7,1.23461,0.32197,0.29338,0.76096,-0.65253,0.19268,-0.21575,CL3,CL2,CL2,CL5,CL6,CL2,CL5,CL2,CL2,CL1,CL2,CL0,CL0,CL1,CL0,CL0,CL6,CL2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
372,1,4,0.22393,0.32197,0.14143,-0.91699,-0.27607,-0.71126,0.07987,CL5,CL2,CL0,CL0,CL6,CL6,CL0,CL0,CL0,CL2,CL0,CL0,CL2,CL2,CL0,CL3,CL6,CL0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
373,3,7,1.02119,2.32338,1.65653,-1.34289,0.41594,1.29221,1.92173,CL5,CL0,CL0,CL3,CL6,CL2,CL6,CL1,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
374,1,6,0.91093,0.96248,-1.11902,0.59042,0.25953,-0.21712,0.40148,CL5,CL2,CL2,CL0,CL4,CL3,CL5,CL3,CL0,CL2,CL0,CL3,CL3,CL2,CL0,CL2,CL5,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
375,4,7,-0.34799,-1.7625,0.7233,-0.91699,0.12331,-0.21712,-0.52593,CL6,CL1,CL1,CL0,CL6,CL4,CL5,CL1,CL0,CL3,CL0,CL0,CL1,CL1,CL0,CL2,CL0,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
376,5,8,-0.24649,1.2861,0.88309,1.61108,1.13407,-0.71126,-1.18084,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
377,6,5,0.13606,0.16767,0.29338,-1.34289,1.46191,-1.37983,-0.84637,CL6,CL0,CL0,CL1,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
378,4,8,-0.92104,0.00332,-0.71727,0.13136,0.93949,-0.71126,0.40148,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
379,2,7,-0.46725,-0.57545,-1.68062,0.43852,-0.52745,-0.71126,-1.18084,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
380,2,8,0.82562,-0.94779,0.58331,0.59042,0.7583,0.52975,-0.21575,CL0,CL0,CL0,CL0,CL4,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
381,4,5,0.82562,-0.43999,0.7233,-0.01729,0.25953,-0.21712,-0.21575,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
382,3,7,-0.46725,1.11406,-0.31776,-0.60633,0.12331,0.19268,0.7654,CL2,CL2,CL2,CL2,CL6,CL2,CL5,CL2,CL2,CL2,CL0,CL2,CL0,CL1,CL2,CL2,CL2,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
383,3,2,-0.34799,-0.57545,-1.11902,-0.91699,-0.78155,1.29221,-0.52593,CL4,CL1,CL1,CL0,CL6,CL6,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
384,3,8,-0.79151,0.16767,-0.17779,-0.30172,0.7583,0.19268,0.40148,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
385,4,7,0.13606,-0.30033,-0.45174,1.11406,0.7583,-2.55524,-0.52593,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
386,4,7,-0.24649,0.16767,-0.97631,0.76096,0.58489,0.19268,-1.54858,CL1,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
387,2,5,-0.58016,-0.43999,-2.39883,0.13136,-0.40581,-0.71126,-0.21575,CL5,CL0,CL2,CL0,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL0,CL2,CL0,CL0,CL6,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
388,4,4,-2.05048,0.47617,-1.11902,1.61108,0.58489,-0.71126,-0.52593,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
389,2,7,-1.32828,0.32197,-0.58331,-1.34289,2.04506,-0.71126,0.07987,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
390,3,5,0.13606,-0.30033,0.14143,-0.15487,-0.27607,-0.21712,-0.84637,CL3,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL6,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
391,2,9,-0.58016,0.32197,-0.17779,0.13136,0.58489,-1.37983,-1.54858,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
392,3,6,-0.67825,-0.43999,0.29338,0.13136,-0.00665,0.19268,-0.84637,CL2,CL0,CL1,CL3,CL6,CL1,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL6,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
393,2,7,0.62967,0.00332,0.14143,0.28783,0.12331,-0.71126,-0.52593,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
394,3,3,-0.46725,0.32197,-0.58331,-0.01729,1.13407,-0.71126,-1.18084,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
395,2,5,-0.79151,-0.15487,-2.21069,-0.60633,1.46191,-1.37983,-2.07848,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
396,2,5,-1.43907,0.63779,-0.17779,-0.76096,1.81175,0.52975,0.40148,CL6,CL2,CL1,CL0,CL6,CL1,CL6,CL2,CL1,CL3,CL0,CL2,CL0,CL2,CL1,CL2,CL5,CL1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
397,3,7,0.22393,1.2861,-0.45174,-1.47955,-0.78155,1.86203,1.2247,CL6,CL1,CL1,CL1,CL4,CL2,CL5,CL3,CL0,CL3,CL0,CL0,CL3,CL1,CL0,CL1,CL5,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
398,3,7,-1.86962,0.63779,-0.97631,-0.30172,0.58489,-0.21712,-0.52593,CL6,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
399,4,5,0.13606,0.47617,-0.84732,-1.47955,0.41594,1.29221,1.2247,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
400,2,8,-0.79151,0.32197,0.29338,-1.34289,0.93949,0.88113,-0.52593,CL6,CL0,CL0,CL0,CL6,CL5,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
401,4,8,-0.92104,1.2861,1.43533,0.94156,0.58489,-0.71126,-1.18084,CL1,CL1,CL1,CL0,CL5,CL1,CL6,CL1,CL0,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL4,CL1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
402,2,4,-0.14882,-0.15487,-1.97495,0.59042,0.7583,-0.71126,-0.84637,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
403,4,2,0.13606,-1.09207,-0.45174,-1.6209,-0.65253,1.86203,1.2247,CL5,CL2,CL2,CL0,CL6,CL6,CL6,CL2,CL0,CL2,CL0,CL2,CL2,CL2,CL0,CL2,CL6,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
404,1,6,-0.92104,-0.69509,-0.31776,-0.60633,-1.25773,0.52975,0.40148,CL5,CL0,CL0,CL0,CL5,CL5,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
405,1,7,-1.43907,0.63779,-0.31776,-0.76096,-0.40581,-1.37983,-0.52593,CL5,CL0,CL0,CL2,CL5,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
406,4,3,0.91093,-0.15487,-0.17779,-0.15487,0.25953,0.88113,0.07987,CL3,CL1,CL1,CL1,CL6,CL6,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
407,1,1,0.13606,1.58487,1.88511,1.2861,-0.00665,1.29221,0.7654,CL5,CL3,CL2,CL3,CL6,CL5,CL6,CL0,CL0,CL3,CL0,CL0,CL4,CL0,CL0,CL3,CL6,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
408,4,7,1.8399,-0.94779,1.65653,-0.01729,-0.40581,0.19268,0.40148,CL3,CL1,CL0,CL0,CL6,CL6,CL6,CL1,CL0,CL2,CL0,CL0,CL3,CL0,CL0,CL1,CL6,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
409,3,3,1.37297,-0.15487,-0.31776,-0.30172,-0.65253,-0.21712,0.07987,CL6,CL1,CL1,CL2,CL6,CL6,CL2,CL1,CL1,CL2,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
410,2,7,-0.67825,0.16767,0.58331,0.13136,-0.27607,0.19268,-1.54858,CL3,CL1,CL1,CL1,CL6,CL6,CL6,CL1,CL0,CL1,CL0,CL2,CL2,CL1,CL6,CL1,CL6,CL1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
411,3,5,-1.55078,0.80523,0.7233,0.28783,0.58489,-0.21712,0.40148,CL1,CL1,CL0,CL2,CL6,CL6,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL6,CL0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
412,4,4,1.02119,-1.37639,0.44585,0.94156,-1.38502,0.88113,0.40148,CL5,CL2,CL0,CL3,CL6,CL6,CL6,CL1,CL0,CL2,CL1,CL2,CL2,CL1,CL6,CL2,CL2,CL1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
413,3,6,-0.46725,-1.50796,0.29338,0.13136,-1.64101,-0.21712,-0.84637,CL3,CL0,CL0,CL1,CL3,CL1,CL6,CL1,CL1,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
414,2,7,0.13606,1.11406,-0.97631,0.43852,-0.27607,-0.71126,-0.52593,CL6,CL0,CL0,CL0,CL3,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
415,3,6,0.04257,-0.15487,0.7233,0.13136,-0.40581,-0.21712,-0.21575,CL5,CL2,CL2,CL2,CL6,CL6,CL5,CL3,CL0,CL2,CL0,CL2,CL2,CL2,CL0,CL2,CL6,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
416,3,6,-1.86962,0.32197,-1.11902,-0.15487,-0.65253,0.19268,-0.21575,CL6,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
417,1,4,-0.58016,-1.09207,-0.58331,-2.07848,2.63199,-0.21712,0.7654,CL6,CL3,CL3,CL0,CL6,CL6,CL6,CL3,CL0,CL3,CL0,CL5,CL4,CL3,CL0,CL3,CL5,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
418,1,6,-0.05188,-0.69509,0.29338,-2.21844,-1.25773,0.19268,0.7654,CL5,CL0,CL3,CL3,CL6,CL6,CL5,CL5,CL0,CL3,CL0,CL4,CL3,CL0,CL0,CL2,CL6,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
419,2,6,-0.79151,0.96248,0.14143,-1.07533,-0.65253,1.29221,1.92173,CL5,CL2,CL2,CL0,CL5,CL2,CL4,CL2,CL2,CL2,CL0,CL0,CL0,CL2,CL0,CL2,CL2,CL2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
420,2,9,0.31287,0.00332,1.06238,-0.45321,0.41594,-0.21712,-0.21575,CL6,CL0,CL3,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
421,2,7,0.62967,0.16767,-0.17779,-0.30172,0.12331,0.19268,-0.52593,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
422,1,4,0.31287,0.80523,-0.01928,-0.91699,1.13407,0.52975,0.7654,CL4,CL3,CL0,CL0,CL6,CL6,CL4,CL0,CL0,CL3,CL0,CL3,CL0,CL0,CL0,CL0,CL5,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
423,2,6,0.31287,-1.7625,-1.42424,-0.30172,-0.40581,0.52975,-0.84637,CL5,CL2,CL2,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
424,3,5,-0.79151,-0.15487,-0.01928,1.81866,-0.65253,-0.21712,-1.18084,CL4,CL1,CL1,CL3,CL6,CL6,CL6,CL1,CL0,CL1,CL0,CL0,CL2,CL1,CL1,CL1,CL6,CL1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
425,3,7,-1.05308,0.80523,-0.71727,1.2861,0.93949,-0.21712,-0.84637,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
426,4,9,0.52135,0.00332,1.65653,0.94156,-0.00665,1.29221,0.40148,CL3,CL1,CL1,CL1,CL6,CL6,CL6,CL1,CL1,CL2,CL1,CL0,CL2,CL2,CL1,CL2,CL1,CL1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
427,3,7,-0.34799,-0.30033,0.14143,-0.30172,-1.64101,-0.21712,-0.84637,CL6,CL2,CL3,CL0,CL6,CL5,CL5,CL1,CL0,CL3,CL0,CL0,CL3,CL1,CL0,CL2,CL5,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
428,4,2,0.22393,0.00332,-0.31776,-0.15487,-0.00665,0.52975,-0.21575,CL5,CL1,CL0,CL3,CL5,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
429,3,7,0.62967,-0.80615,-0.17779,-1.34289,-0.14277,0.88113,0.07987,CL6,CL1,CL1,CL1,CL6,CL6,CL5,CL3,CL0,CL3,CL0,CL1,CL3,CL3,CL0,CL4,CL0,CL2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
430,2,4,-0.92104,-0.15487,-2.09015,0.28783,0.7583,-1.37983,-1.54858,CL5,CL0,CL0,CL3,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
431,2,1,0.22393,-0.94779,-1.42424,-0.76096,-0.27607,-0.21712,-0.21575,CL5,CL1,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
432,2,4,0.04257,0.32197,-0.97631,0.94156,-1.0145,0.19268,-0.21575,CL5,CL2,CL1,CL0,CL6,CL2,CL5,CL2,CL0,CL2,CL0,CL2,CL0,CL0,CL0,CL2,CL5,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
433,2,7,-0.24649,-0.30033,-1.68062,0.28783,0.12331,-0.71126,-1.18084,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
434,4,2,0.22393,1.93886,-1.11902,1.2861,-0.14277,1.86203,0.7654,CL6,CL1,CL1,CL0,CL2,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
435,1,7,-0.14882,0.96248,-1.55521,2.23427,1.63088,-0.21712,-0.52593,CL5,CL0,CL2,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
436,2,7,0.04257,0.47617,-1.11902,0.59042,1.81175,-0.71126,-0.52593,CL4,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
437,5,6,-0.67825,-0.30033,1.06238,1.81866,0.7583,-1.37983,-1.18084,CL1,CL0,CL0,CL0,CL2,CL6,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
438,4,2,-1.43907,0.47617,0.29338,-0.91699,0.41594,0.52975,0.40148,CL6,CL2,CL2,CL2,CL6,CL6,CL4,CL3,CL5,CL2,CL2,CL0,CL0,CL1,CL1,CL0,CL2,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
439,2,7,2.82196,-0.43999,-0.84732,-1.772,-2.04506,0.88113,0.07987,CL5,CL2,CL0,CL6,CL6,CL2,CL6,CL2,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL2,CL6,CL0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
440,1,6,1.37297,-0.30033,0.29338,-0.15487,-1.78169,0.19268,-0.21575,CL4,CL0,CL0,CL0,CL5,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
441,3,7,-0.46725,0.47617,-0.58331,0.76096,1.81175,-0.21712,-0.52593,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL2,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
442,1,6,-0.67825,1.45421,-2.09015,-0.01729,0.58489,0.52975,0.07987,CL3,CL0,CL0,CL0,CL5,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
443,2,8,-0.92104,0.00332,0.29338,-0.15487,-0.00665,0.19268,0.07987,CL5,CL2,CL0,CL0,CL6,CL6,CL6,CL3,CL0,CL4,CL0,CL2,CL3,CL2,CL0,CL2,CL6,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
444,3,2,0.41667,0.63779,-0.71727,-0.76096,-0.27607,-0.21712,-0.21575,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
445,4,5,-0.46725,0.80523,0.58331,0.13136,0.7583,-2.55524,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
