Age,Education,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,country_Canada,country_New_Zealand,country_Other,country_Republic_of_Ireland,country_UK,country_USA,country_Australia,gender_F,gender_M,eth_Black,eth_Mixed-Black/Asian,eth_Mixed-White/Asian,eth_Mixed-White/Black,eth_Other,eth_White,eth_Asian,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,VSA
1,6,0.396666,0.500507,0.926716,0.609827,0.280854,0.629735,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,2,2,2,0,0,1,0,1,1,0,0,0,0,0
3,8,0.396666,0.549172,0.527023,0.477648,0.663677,0.428474,0.465658,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0
1,4,0.717887,0.311882,0.348943,0.133655,0.635594,0.215401,0.465658,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,1,2,2,2,2,2,1,0,1,1,1,1,1,2,0
4,8,0.209828,0.622976,0.577652,0.635892,0.663677,0,0.224398,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
1,6,0.636657,0.824839,0.835399,0.518959,0.405822,0.809491,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,1,2,2,1,2,1,0,1,1,0,2,2,1,2,2,1
4,2,0.932925,0.250544,0.299519,0.732522,0.204843,0.428474,0.539559,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.5,0,0,2,2,0,2,0,0,0,1,0,0,0,2,0,2,0
1,7,0.47755,0.412116,0.299519,0.477648,0.73538,0.33792,0.539559,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
1,4,0.591502,0.376883,0.501355,0.477648,0.222643,0.565343,0.825752,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,2,2,2,0,0,0,0,0,1,1,1,0,2,0
3,8,0.236668,0.525607,0.762567,0.762481,0.663677,0.33792,0.308011,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0
2,7,0.300564,0.765875,0.392939,0.41249,0.584415,0.629735,0.619957,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,2,2,2,1,0,1,0,0,0,0,0,0,2,0
1,6,0.534323,0.355252,0.527023,0.56329,0.609443,0.428474,0.388117,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.5,0,0,0,0,2,2,0,0,1,1,1,2,1,0,2,0,0
3,8,0.377443,0.525607,0.392939,0.390173,0.517797,0.215401,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
3,7,0.547363,0.454133,0.372052,0.390173,0.635594,0.215401,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0
3,5,0.444788,0.622976,0.392939,0.266061,0.35358,0.215401,0.619957,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0
3,7,0.607577,0.549172,0.456995,0.497505,0.584415,0.705068,0.825752,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,0,0,1,0,0,0,0,0,0,2,0
4,7,0.444788,0.525607,0.47869,0.43459,0.710993,0.503573,0.308011,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2,5,0.428031,0.476348,0.299519,0.497505,0.441431,0.629735,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.5,0,0,0,2,1,2,0,0,0,0,0,0,0,1,0,2,0
5,7,0.33689,0.670141,0.47869,0.660789,0.635594,0.428474,0.539559,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
5,6,0.444788,0.355252,0.299519,0.56329,0.49904,0.33792,0.388117,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3,7,0.547363,0.500507,0.501355,0.41249,0.423875,0.629735,0.710933,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,2,2,2,0,2,0,1,2,2,0,2,2,0
3,7,0.591502,0.476348,0.456995,0.477648,0.405822,0.215401,0.388117,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.5,1,1,1,1,1,2,1,0,1,0,1,1,1,0,1,0,0
2,7,0.413474,0.525607,0.6246,0.518959,0.460156,0.503573,0.132468,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0,2,2,2,0,0,0,0,1,1,0,2,0,2,0
2,8,0.560562,0.376883,0.527023,0.367654,0.663677,0.809491,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0
3,6,0.413474,0.432804,0.577652,0.518959,0.49904,0.503573,0.308011,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.5,0,0,1,2,0,2,0,0,0,0,0,0,0,1,0,2,0
5,8,0.413474,0.355252,0.647268,0.367654,0.584415,0.215401,0.308011,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2,6,0.808622,0.454133,0.602341,0.325057,0.35358,0.503573,0.710933,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,2,2,1,0,2,1,1,0,1,1,1,2,0
3,7,0.829789,0.269702,0.233946,0.585213,0.242854,0.33792,0.132468,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0
1,7,0.413474,0.722089,0.762567,0.70933,0.663677,0.215401,0.539559,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,1,2,0,0,1,0,0,1,0,0,0,2,0
1,6,0.665681,0.355252,0.673143,0.518959,0.479394,0.33792,0.619957,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.5,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2,7,0.547363,0.824839,0.926716,0.732522,0.405822,0.705068,0.825752,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,2,2,2,2,0,2,1,1,1,2,1,1,2,1
3,7,0.665681,0.289795,0.456995,0.477648,0.370263,0.428474,0.388117,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2,7,0.591502,0.454133,0.602341,0.41249,0.405822,0.428474,0.465658,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,2,1,2,1,0,0,0,0,0,0,0,0,1,0
3,7,0.413474,0.549172,0.392939,0.762481,0.441431,0.33792,0.224398,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0
2,8,0.413474,0.572721,0.501355,0.609827,0.710993,0.428474,0.388117,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,0.591502,0.549172,0.798385,0.41249,0.405822,0.428474,0.388117,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
4,1,0.547363,0.454133,0.323599,0.41249,0.460156,0.428474,0.388117,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0
5,8,0.47755,0.500507,0.299519,0.585213,0.517797,0.215401,0.308011,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0
1,8,0.396666,0.572721,0.762567,0.660789,0.517797,0.705068,0.619957,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,2,2,2,0,0,1,0,0,0,1,0,1,2,0
2,6,0.697353,0.376883,0.392939,0.344801,0.370263,0.705068,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,2,1,2,0,2,2,0,1,0,1,0,0,0,1,0,0
1,6,0.591502,0.622976,0.647268,0.635892,0.387201,0.565343,0.825752,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,0,1,2,2,2,1,1,1,1,0,2,1,1,1,2,1
3,2,0.575967,0.597404,0.413998,0.390173,0.460156,0.428474,0.465658,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0
2,7,0.932925,0.432804,0.392939,0.244253,0.204843,0.629735,0.539559,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,2,2,1,2,1,1,0,1,0,1,0,1,1,2,0
2,6,0.428031,0.722089,0.798385,0.732522,0.584415,0.503573,0.825752,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,2,2,0,0,1,0,0,1,0,0,1,2,0
2,8,0.560562,0.355252,0.43569,0.897903,0.710993,0.215401,0.224398,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
3,2,0.462487,0.646992,0.413998,0.56329,0.663677,0.33792,0.308011,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0
1,7,0.413474,0.549172,0.602341,0.609827,0.517797,0.705068,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,2,2,2,0,0,1,0,0,1,1,1,1,1,0
2,6,0.462487,0.454133,0.553046,0.222034,0.460156,0.565343,0.710933,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,1,2,1,0,1,0,1,1,1,0,0,1,0
4,8,0.575967,0.432804,0.762567,0.685619,0.609443,0.428474,0.388117,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0
1,6,0.520448,0.355252,0.602341,0.41249,0.370263,0.565343,0.825752,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,2,2,0,0,2,0,0,2,0,0,0,2,0
1,6,0.623275,0.549172,0.762567,0.497505,0.387201,0.809491,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2,0,2,2,2,2,1,0,2,0,0,2,2,0,2,2,1
3,2,0.879597,0.311882,0.372052,0.244253,0.263158,0.809491,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.5,1,0,0,2,1,2,1,0,1,0,0,1,0,0,0,2,0
4,3,0.649318,0.333217,0.258003,0.541542,0.387201,0.33792,0.539559,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,5,0.263083,0.376883,0.323599,0.762481,0.479394,0.428474,0.308011,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,2,2,1,0,1,0,1,1,0,0,0,2,0
2,8,0.717887,0.696415,0.835399,0.133655,0.318476,0.705068,0.825752,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2,2,1,2,2,0,0,1,0,2,0,2,0,0,0
3,8,0.607577,0.476348,0.210343,0.477648,0.35358,0.629735,0.619957,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0
4,9,0.607577,0.289795,0.762567,0.367654,0.423875,0.809491,0.710933,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,2,1,2,1,0,0,0,0,0,0,1,0,2,0
4,8,0.377443,0.432804,0.553046,0.390173,0.663677,0.809491,0.619957,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.5,2,0,1,2,1,2,2,0,2,1,0,0,2,0,0,1,0
4,4,0.665681,0.355252,0.43569,0.70933,0.318476,0.428474,0.619957,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0
3,7,0.665681,0.454133,0.702175,0.344801,0.560031,0.215401,0.308011,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,2,0,0,0,0,0,2,0,1,0,0,0
2,8,0.413474,0.765875,0.602341,0.518959,0.537457,0.33792,0.539559,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,2,1,2,1,0,1,0,1,1,0,0,1,2,0
5,5,0.462487,0.432804,0.47869,0.390173,0.584415,0.629735,0.825752,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,0,0,0,0,0,2,0,1,0,0,0
3,7,0.636657,0.393845,0.392939,0.70933,0.663677,0.428474,0.619957,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
3,2,0.317006,0.796106,0.392939,0.456454,0.73538,0.503573,0.388117,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
3,2,0.735489,0.333217,0.348943,0.244253,0.387201,0.33792,0.539559,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0
3,6,0.560562,0.500507,0.392939,0.41249,0.423875,0.33792,0.539559,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,2,2,2,1,0,2,0,1,1,0,0,0,2,0
3,9,0.47755,0.476348,0.647268,0.518959,0.836768,0.215401,0.132468,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,2,1,1,1,0,1,1,1,0,1,2,1,1,0
5,6,0.396666,0.525607,0.6246,0.585213,0.635594,0.215401,0.388117,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0,2,1,2,0,0,0,0,0,1,0,2,0,2,0
1,7,0.808622,0.432804,0.577652,0.390173,0.635594,0.33792,0.619957,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2,0,2,2,0,1,0,1,1,0,0,0,2,2
4,7,0.357847,0.597404,0.456995,0.344801,0.609443,0.629735,0.710933,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,1,2,2,1,2,1,0,2,0,0,0,1,0,0,0,0
1,6,0.649318,0.432804,0.527023,0.43459,0.263158,0.629735,0.619957,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,2,2,1,2,0,0,2,0,0,2,1,0,2,2,0
2,6,0.769406,0.432804,0.43569,0.43459,0.35358,0.503573,0.619957,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,2,2,2,2,0,0,0,0,0,1,1,1,1,0
1,4,0.209828,0.454133,0.553046,0.477648,0.370263,0.629735,0.619957,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,2,0
4,2,0.534323,0.333217,0.456995,0.266061,0.405822,0.809491,0.825752,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,2,2,2,1,0,1,0,1,1,1,0,1,2,0
4,8,0.377443,0.696415,0.762567,0.635892,0.584415,0.33792,0.224398,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0
2,6,0.377443,0.646992,0.673143,0.518959,0.405822,0.503573,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,2,2,1,0,1,0,0,1,0,0,0,2,0
1,6,0.520448,0.412116,0.73099,0.609827,0.335773,0.33792,0.710933,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,2,1,2,2,2,0,1,0,0,0,1,0,2,2,1,1
5,5,0.575967,0.269702,0.233946,0.367654,0.441431,0.215401,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3,9,0.520448,0.500507,0.673143,0.110069,0.460156,0.33792,0.539559,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,2,1,0,1,0,0,1,0,0,0,2,0
1,6,0.396666,0.549172,0.577652,0.456454,0.460156,0.629735,0.710933,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,2,2,2,0,0,2,1,0,2,2,2,0,2,0
2,7,0.520448,0.355252,0.392939,0.43459,0.405822,0.503573,0.825752,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,2,1,2,1,0,1,1,1,2,0,1,1,2,1
1,6,0.829789,0.230828,0.47869,0.286461,0.537457,0.215401,0.388117,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0,2,2,2,0,0,0,0,0,0,2,0,1,1,0
4,5,0.428031,0.454133,0.47869,0.685619,0.584415,0.215401,0.465658,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
4,7,0.444788,0.525607,0.348943,0.822465,0.609443,0.705068,0.619957,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2,6,0.607577,0.412116,0.47869,0.43459,0.335773,0.705068,0.710933,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0
3,4,0.47755,0.412116,0.43569,0.477648,0.537457,0.215401,0.132468,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0
2,7,0.428031,0.525607,0.43569,0.609827,0.335773,0.428474,0.539559,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.5,0,1,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0
4,7,0.428031,0.412116,0.527023,0.477648,0.479394,0.215401,0.224398,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,0
3,7,0.534323,0.250544,0.43569,0.325057,0.441431,0.428474,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0
4,5,0.534323,0.500507,0.456995,0.41249,0.609443,0.428474,0.619957,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0
2,5,0.492045,0.742044,0.527023,0.518959,0.441431,0.629735,0.539559,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,1,2,1,0,0,0,0,0,0,1,0,1,0
1,4,0.547363,0.722089,0.878817,0.456454,0.35358,0.809491,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,1,2,2,2,2,0,2,2,2,1,2,1,2,2,0
1,5,0.236668,0.454133,0.553046,0.518959,0.405822,0.33792,0.539559,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,2,2,2,1,0,1,0,1,1,0,0,0,2,0
4,7,0.547363,0.333217,0.413998,0.456454,0.405822,0.503573,0.308011,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,0
2,6,0.33689,0.722089,0.73099,0.367654,0.479394,0.565343,0.825752,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.5,1,0,1,2,1,2,1,1,0,1,1,1,1,1,1,1,1
4,5,0.357847,0.572721,0.413998,0.609827,0.609443,0.428474,0.465658,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
1,4,0.697353,0.412116,0.278311,0.222034,0.204843,0.705068,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,2,2,2,2,2,0,2,2,0,2,1,2,1,2,0
5,7,0.649318,0.500507,0.6246,0.222034,0.584415,0.428474,0.224398,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
6,5,0.357847,0.454133,0.577652,0.56329,0.609443,0.428474,0.388117,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2,5,0.717887,0.393845,0.323599,0.56329,0.405822,0.428474,0.308011,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,0
2,7,0.575967,0.622976,0.47869,0.635892,0.584415,0.428474,0.539559,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0
1,4,0.752148,0.269702,0.602341,0.56329,0.335773,0.809491,0.825752,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,2,2,2,2,1,1,1,0,1,0,0,0,1,2,0
3,6,0.534323,0.412116,0.527023,0.390173,0.517797,0.33792,0.619957,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.5,0,0,2,2,2,2,0,0,0,0,0,0,0,2,1,2,0
1,8,0.607577,0.670141,0.392939,0.43459,0.318476,0.33792,0.308011,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0
2,8,0.396666,0.696415,0.233946,0.518959,0.609443,0.33792,0.308011,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0
2,8,0.560562,0.476348,0.577652,0.43459,0.635594,0.33792,0.465658,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.5,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0
1,7,0.607577,0.269702,0.835399,0.41249,0.933755,0.503573,0.825752,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,2,2,0,1,0,0,1,1,1,2,2,2,0
4,5,0.607577,0.622976,0.602341,0.456454,0.387201,0.705068,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0
3,8,0.47755,0.412116,0.43569,0.518959,0.517797,0.428474,0.224398,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0.735489,0.311882,0.348943,0.518959,0.423875,0.33792,0.619957,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,2,2,2,0,2,0,1,0,1,1,1,2,0
3,6,0.560562,0.622976,0.47869,0.685619,0.609443,0.215401,0.224398,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,6,0.636657,0.289795,0.602341,0.344801,0.335773,0.503573,0.710933,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.5,1,0,2,2,2,2,1,0,1,0,0,1,1,2,1,2,1
2,2,0.462487,0.125979,0.413998,0.497505,0.537457,0.215401,0.308011,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,2,1,1,0,1,0,0,0,0,2,1,2,0
4,7,0.787182,0.355252,0.798385,0.497505,0.441431,0.503573,0.619957,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.5,0,0,0,2,2,2,0,0,1,0,0,1,0,0,0,2,0
2,9,0.697353,0.311882,0.47869,0.306185,0.300104,0.428474,0.388117,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,2,0
4,5,0.377443,0.696415,0.47869,0.41249,0.609443,0.33792,0.539559,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.5,1,1,1,2,2,2,0,0,0,0,0,2,1,0,1,2,0
3,6,0.428031,0.355252,0.762567,0.541542,0.405822,0.428474,0.539559,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.5,2,1,2,2,2,2,1,0,1,1,1,1,1,1,1,2,1
2,7,0.33689,0.412116,0.258003,0.541542,0.688508,0.215401,0.308011,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
1,6,0.492045,0.432804,0.413998,0.390173,0.263158,0.705068,0.710933,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,2,2,1,0,1,0,1,2,0,0,1,1,0
4,7,0.47755,0.525607,0.372052,0.609827,0.584415,0.503573,0.132468,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,5,0.591502,0.432804,0.278311,0.660789,0.405822,0.503573,0.388117,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5,2,0,0,2,1,2,1,0,1,0,0,0,0,0,1,2,0
1,4,0.428031,0.525607,0.413998,0.518959,0.479394,0.33792,0.224398,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0
3,5,0.575967,0.500507,0.372052,0.518959,0.479394,0.215401,0.224398,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0
2,8,0.560562,0.670141,0.392939,0.344801,0.609443,0.428474,0.388117,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,1,0
2,6,0.283986,0.824839,0.673143,0.497505,0.635594,0.428474,0.619957,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,2,2,2,2,2,1,2,1,2,0,1,1,2,2,0
1,6,0.808622,0.20651,0.73099,0.70933,0.335773,0.428474,0.825752,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,2,2,2,2,0,0,0,0,0,2,0,0,0,2,0
4,5,0.752148,0.393845,0.673143,0.456454,0.242854,0.705068,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.5,0,1,1,2,1,2,1,0,1,0,1,1,0,0,0,2,0
4,8,0.607577,0.525607,0.501355,0.497505,0.688508,0.428474,0.308011,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2,8,0.33689,0.670141,0.553046,0.41249,0.479394,0.428474,0.308011,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0
